UserID,JobID,label
4109,10264,1
4109,327524,1
4109,699955,1
4109,1707,0
4109,76706,0
4109,874203,0
4130,282549,1
4130,1027257,1
4130,572036,1
4130,1046261,0
4130,211429,0
4130,437568,0
4210,558413,1
4210,460729,1
4210,315893,1
4210,240122,1
4210,1234,1
4210,672979,1
4210,1055412,0
4210,790449,0
4210,1010957,0
4210,1052567,0
4210,214191,0
4210,694033,0
4345,179002,1
4345,356821,1
4345,102818,0
4345,665870,0
4374,339419,1
4374,281442,1
4374,29784,1
4374,1061150,1
4374,627227,1
4374,699518,1
4374,615224,1
4374,695528,1
4374,315152,1
4374,509713,1
4374,753194,1
4374,788037,1
4374,627008,1
4374,23166,1
4374,872332,1
4374,253214,1
4374,234828,0
4374,232979,0
4374,90528,0
4374,680061,0
4374,834447,0
4374,142924,0
4374,594263,0
4374,279375,0
4374,4903,0
4374,979892,0
4374,909661,0
4374,668638,0
4374,649697,0
4374,344637,0
4374,845588,0
4374,359261,0
4413,876997,1
4413,1013801,1
4413,600212,1
4413,579911,1
4413,196,1
4413,254923,1
4413,975743,1
4413,846005,0
4413,214015,0
4413,162936,0
4413,1042873,0
4413,475956,0
4413,947088,0
4413,450908,0
4445,258103,1
4445,1093056,1
4445,668179,1
4445,459812,1
4445,947080,1
4445,1092755,1
4445,624368,1
4445,34367,1
4445,973314,1
4445,66996,1
4445,34990,1
4445,100229,1
4445,681957,1
4445,831484,1
4445,866936,1
4445,446536,1
4445,511414,1
4445,1103773,1
4445,488598,1
4445,83922,0
4445,185277,0
4445,1092201,0
4445,295659,0
4445,992748,0
4445,1015414,0
4445,242379,0
4445,829027,0
4445,388671,0
4445,293484,0
4445,322368,0
4445,254375,0
4445,157682,0
4445,649887,0
4445,700413,0
4445,148435,0
4445,403540,0
4445,571992,0
4445,351085,0
4457,91828,1
4457,382562,1
4457,1074242,0
4457,684383,0
4459,881346,1
4459,427944,0
4466,30632,1
4466,212897,1
4466,748140,1
4466,848103,0
4466,371870,0
4466,956534,0
4529,458860,1
4529,478251,1
4529,81719,1
4529,901786,1
4529,697888,0
4529,428103,0
4529,1039678,0
4529,537110,0
4578,899389,1
4578,410972,1
4578,296678,1
4578,248328,1
4578,298059,1
4578,975662,1
4578,281442,1
4578,279573,1
4578,307780,1
4578,224598,0
4578,742525,0
4578,173097,0
4578,556006,0
4578,509826,0
4578,1102344,0
4578,433762,0
4578,646012,0
4578,952214,0
4611,494415,1
4611,965707,0
4655,8307,1
4655,8310,1
4655,587248,1
4655,100837,1
4655,651189,1
4655,837840,0
4655,533401,0
4655,1099023,0
4655,934546,0
4655,455609,0
4760,852907,1
4760,179251,0
4818,670911,1
4818,876946,1
4818,794601,1
4818,927911,1
4818,404018,0
4818,817874,0
4818,207101,0
4818,103599,0
4822,731896,1
4822,1057681,1
4822,584057,1
4822,881420,1
4822,473204,1
4822,837858,1
4822,230268,1
4822,611267,1
4822,898322,1
4822,1111472,1
4822,675116,1
4822,317001,1
4822,1044967,0
4822,69305,0
4822,863214,0
4822,759092,0
4822,969309,0
4822,859072,0
4822,632079,0
4822,932697,0
4822,390237,0
4822,398653,0
4822,531913,0
4822,341170,0
4974,253860,1
4974,1010392,1
4974,476336,0
4974,813803,0
5015,207015,1
5015,753538,1
5015,1096061,0
5015,666670,0
5052,803180,1
5052,1092252,0
5062,943171,1
5062,1115667,0
5078,1082401,1
5078,326545,1
5078,551777,1
5078,434586,1
5078,661744,1
5078,624577,1
5078,1057788,1
5078,549908,1
5078,145172,1
5078,822182,0
5078,874792,0
5078,999687,0
5078,970089,0
5078,721032,0
5078,942122,0
5078,904477,0
5078,1086131,0
5078,527515,0
5124,450426,1
5124,870867,0
5210,185214,1
5210,317226,1
5210,835453,0
5210,152311,0
5231,273452,1
5231,464464,0
5255,257888,1
5255,508865,1
5255,680169,0
5255,475627,0
5330,633989,1
5330,1086472,0
5380,53536,1
5380,911648,1
5380,977706,0
5380,874539,0
5435,898803,1
5435,522863,1
5435,312513,1
5435,1060745,1
5435,870493,1
5435,1056753,1
5435,1077707,1
5435,280594,1
5435,859709,0
5435,1000903,0
5435,39419,0
5435,738748,0
5435,884471,0
5435,108226,0
5435,146507,0
5435,105107,0
5496,314157,1
5496,191544,1
5496,928179,1
5496,316914,1
5496,40458,0
5496,65728,0
5496,850546,0
5496,1115805,0
5499,1106870,1
5499,494470,1
5499,308850,1
5499,971894,1
5499,191703,1
5499,45760,0
5499,931469,0
5499,148259,0
5499,763049,0
5499,792796,0
5703,361970,1
5703,668592,0
5749,475418,1
5749,797430,1
5749,219461,0
5749,1049667,0
5758,743396,1
5758,250159,1
5758,743513,0
5758,429172,0
5845,766192,1
5845,995579,1
5845,1080655,1
5845,847253,1
5845,925514,1
5845,650461,1
5845,854817,1
5845,728384,0
5845,243589,0
5845,676495,0
5845,425101,0
5845,917501,0
5845,625059,0
5845,853299,0
5887,457133,1
5887,566536,0
5916,468079,1
5916,784828,0
5989,807836,1
5989,50024,1
5989,245115,1
5989,465740,1
5989,590025,1
5989,333433,0
5989,446870,0
5989,138463,0
5989,1006092,0
5989,1222,0
6037,562111,1
6037,951994,1
6037,863894,1
6037,1034539,1
6037,628865,1
6037,254597,1
6037,673423,1
6037,155894,0
6037,892952,0
6037,1092286,0
6037,677513,0
6037,709487,0
6037,1052375,0
6037,321324,0
6051,612647,1
6051,606703,0
6104,732224,1
6104,670564,1
6104,653651,1
6104,516621,1
6104,817985,1
6104,1012361,1
6104,518229,1
6104,670549,1
6104,874377,1
6104,817984,1
6104,613839,1
6104,881420,1
6104,433260,1
6104,12003,1
6104,1056403,1
6104,217440,1
6104,225529,1
6104,517800,1
6104,217847,1
6104,898322,1
6104,887144,1
6104,53676,1
6104,510564,0
6104,780902,0
6104,707202,0
6104,684859,0
6104,547912,0
6104,966095,0
6104,938002,0
6104,921366,0
6104,683849,0
6104,342407,0
6104,948226,0
6104,916048,0
6104,149294,0
6104,315882,0
6104,227234,0
6104,456345,0
6104,801828,0
6104,1006680,0
6104,207105,0
6104,896084,0
6104,315765,0
6104,305902,0
6161,817969,1
6161,933843,1
6161,863214,1
6161,219039,0
6161,176709,0
6161,187772,0
6184,920884,1
6184,1049972,1
6184,195608,0
6184,1027882,0
6211,615165,1
6211,556444,0
6228,213928,1
6228,34806,1
6228,225529,1
6228,813856,1
6228,329742,0
6228,973104,0
6228,601355,0
6228,610473,0
6238,1076876,1
6238,1037657,1
6238,833639,1
6238,241859,1
6238,611838,1
6238,520328,0
6238,1028802,0
6238,199519,0
6238,61804,0
6238,427139,0
6359,151942,1
6359,381872,1
6359,1060407,1
6359,14656,1
6359,180914,1
6359,676945,1
6359,774710,1
6359,726860,0
6359,1087198,0
6359,429987,0
6359,28210,0
6359,998855,0
6359,1096112,0
6359,359749,0
6378,851237,1
6378,157240,0
6495,244106,1
6495,573755,1
6495,224764,0
6495,567457,0
6642,430093,1
6642,293282,0
6660,328385,1
6660,402855,0
6680,296678,1
6680,583093,1
6680,740182,0
6680,639888,0
6768,161968,1
6768,567487,1
6768,561575,1
6768,598063,1
6768,189782,0
6768,830681,0
6768,519262,0
6768,275277,0
6776,371208,1
6776,765755,1
6776,561355,1
6776,196,1
6776,156850,0
6776,951117,0
6776,568726,0
6776,593400,0
6816,740920,1
6816,1095490,1
6816,678426,0
6816,485149,0
7013,643239,1
7013,504740,0
7084,1070784,1
7084,278620,1
7084,975863,0
7084,730288,0
7146,27530,1
7146,780897,1
7146,512736,1
7146,331533,1
7146,993911,1
7146,101416,0
7146,246737,0
7146,635129,0
7146,322224,0
7146,991207,0
7167,1051953,1
7167,398596,1
7167,698346,1
7167,538325,1
7167,427836,0
7167,675060,0
7167,767876,0
7167,956752,0
7194,528755,1
7194,389982,1
7194,1031505,0
7194,179461,0
7305,311192,1
7305,997436,1
7305,399807,1
7305,921361,1
7305,171701,1
7305,434241,1
7305,237235,0
7305,897811,0
7305,805517,0
7305,59016,0
7305,67242,0
7305,352061,0
7311,314156,1
7311,934058,1
7311,312105,1
7311,966403,0
7311,597766,0
7311,694043,0
7313,776638,1
7313,498751,1
7313,516450,0
7313,187473,0
7409,550947,1
7409,483203,1
7409,622851,1
7409,947374,1
7409,343293,1
7409,819011,1
7409,339087,1
7409,911775,1
7409,584301,1
7409,253387,1
7409,900495,1
7409,456348,1
7409,812558,1
7409,200054,1
7409,851237,1
7409,79219,1
7409,853364,1
7409,91820,1
7409,1097212,1
7409,1047209,1
7409,646012,1
7409,1010493,0
7409,853140,0
7409,411429,0
7409,314320,0
7409,364543,0
7409,369712,0
7409,369619,0
7409,602201,0
7409,516840,0
7409,872289,0
7409,172301,0
7409,783791,0
7409,195249,0
7409,703378,0
7409,531974,0
7409,267137,0
7409,235764,0
7409,526665,0
7409,503644,0
7409,906287,0
7409,527185,0
7460,629222,1
7460,208784,0
7463,137346,1
7463,279794,0
7642,175849,1
7642,301856,1
7642,175159,1
7642,916856,1
7642,151834,1
7642,599244,1
7642,53619,1
7642,931172,1
7642,1010392,1
7642,151489,0
7642,364490,0
7642,979089,0
7642,958749,0
7642,675593,0
7642,253056,0
7642,1052052,0
7642,479442,0
7642,732069,0
7660,493447,1
7660,885455,1
7660,946836,1
7660,991792,1
7660,25414,0
7660,285796,0
7660,1101155,0
7660,757292,0
7947,496508,1
7947,164285,1
7947,194372,1
7947,409,1
7947,152815,1
7947,764028,0
7947,494208,0
7947,432352,0
7947,503580,0
7947,465040,0
7981,999858,1
7981,351816,1
7981,128993,0
7981,367177,0
7999,298762,1
7999,877766,1
7999,37358,1
7999,405778,1
7999,1076058,1
7999,148022,1
7999,448636,1
7999,353741,1
7999,748204,1
7999,624368,1
7999,155549,1
7999,686804,1
7999,940132,1
7999,363558,1
7999,694667,1
7999,488171,0
7999,41375,0
7999,517467,0
7999,919269,0
7999,262810,0
7999,219564,0
7999,546166,0
7999,708255,0
7999,326702,0
7999,273107,0
7999,327917,0
7999,1086073,0
7999,726530,0
7999,734850,0
7999,571134,0
8034,695219,1
8034,806241,0
8121,314026,1
8121,469997,1
8121,532833,0
8121,258446,0
8209,638554,1
8209,598697,0
8236,1093484,1
8236,679590,0
8267,371873,1
8267,69402,1
8267,909218,1
8267,649386,1
8267,884120,0
8267,732865,0
8267,1009273,0
8267,255074,0
8291,450025,1
8291,590247,1
8291,585240,1
8291,304897,0
8291,125355,0
8291,1047729,0
8304,753524,1
8304,1042292,1
8304,924913,0
8304,771837,0
8321,857278,1
8321,239418,1
8321,345508,1
8321,255542,0
8321,941888,0
8321,467890,0
8335,275307,1
8335,920355,1
8335,618008,1
8335,1076996,0
8335,825713,0
8335,258833,0
8347,823084,1
8347,57325,0
8478,781089,1
8478,144578,0
8529,769147,1
8529,105099,1
8529,511608,1
8529,807836,1
8529,196441,1
8529,30641,1
8529,50024,1
8529,638091,1
8529,133967,1
8529,11870,1
8529,663174,1
8529,59102,1
8529,1005813,1
8529,674632,1
8529,973351,1
8529,30608,1
8529,630409,1
8529,649953,1
8529,25969,1
8529,308539,1
8529,666408,1
8529,7311,0
8529,326300,0
8529,991708,0
8529,285739,0
8529,788423,0
8529,81628,0
8529,339341,0
8529,885129,0
8529,1042671,0
8529,163134,0
8529,178217,0
8529,27369,0
8529,508222,0
8529,197166,0
8529,946157,0
8529,69818,0
8529,370010,0
8529,14643,0
8529,366277,0
8529,1062030,0
8529,149861,0
8540,400521,1
8540,240630,1
8540,514573,1
8540,520886,1
8540,280935,0
8540,704084,0
8540,498827,0
8540,391467,0
8586,371270,1
8586,1067735,0
8712,373482,1
8712,779410,1
8712,708785,0
8712,668808,0
8793,344280,1
8793,245649,1
8793,778681,1
8793,386206,1
8793,1004156,1
8793,1028620,0
8793,871725,0
8793,149658,0
8793,628317,0
8793,181906,0
8830,753610,1
8830,1025702,0
8867,646309,1
8867,648214,0
8947,250348,1
8947,496321,1
8947,498092,1
8947,978412,1
8947,857188,1
8947,557934,0
8947,498872,0
8947,470136,0
8947,833820,0
8947,329960,0
9008,798480,1
9008,275333,1
9008,842069,0
9008,62715,0
9054,196622,1
9054,323276,1
9054,840722,1
9054,563473,1
9054,431122,0
9054,1073439,0
9054,135149,0
9054,188782,0
9061,949818,1
9061,846062,1
9061,459310,1
9061,1055,1
9061,850517,0
9061,797787,0
9061,624113,0
9061,189496,0
9102,1009246,1
9102,513494,1
9102,780976,1
9102,479862,1
9102,503201,1
9102,732865,0
9102,13073,0
9102,45470,0
9102,673616,0
9102,407693,0
9149,746959,1
9149,1014023,0
9176,1097641,1
9176,699553,1
9176,752503,1
9176,401975,1
9176,261539,1
9176,14731,0
9176,810701,0
9176,946448,0
9176,297621,0
9176,1109690,0
9213,974458,1
9213,28385,1
9213,582234,0
9213,589357,0
9335,904289,1
9335,892606,0
9408,226859,1
9408,994448,1
9408,486378,0
9408,424805,0
9411,254006,1
9411,999796,0
9458,647904,1
9458,613581,1
9458,1100947,1
9458,356928,1
9458,600196,1
9458,579911,1
9458,334597,1
9458,824258,0
9458,464740,0
9458,642038,0
9458,959968,0
9458,1108491,0
9458,622221,0
9458,457504,0
9526,964825,1
9526,295979,0
9565,1085868,1
9565,589228,0
9604,634949,1
9604,100838,0
9640,223398,1
9640,616125,1
9640,655873,1
9640,768409,0
9640,144437,0
9640,544597,0
9699,878558,1
9699,1042320,1
9699,672492,1
9699,617404,1
9699,279002,1
9699,615165,1
9699,959584,1
9699,928045,1
9699,103695,1
9699,82220,1
9699,1088800,1
9699,688056,1
9699,572039,1
9699,626738,1
9699,553772,1
9699,958088,1
9699,190457,1
9699,94470,1
9699,601132,1
9699,403876,1
9699,409227,1
9699,190678,1
9699,280563,1
9699,6,1
9699,977714,1
9699,301077,1
9699,972074,1
9699,271698,1
9699,301098,1
9699,1060,1
9699,525186,1
9699,151812,1
9699,553186,0
9699,812052,0
9699,13596,0
9699,61155,0
9699,612263,0
9699,11918,0
9699,758395,0
9699,552168,0
9699,125799,0
9699,486357,0
9699,328822,0
9699,957213,0
9699,433686,0
9699,500344,0
9699,908286,0
9699,656704,0
9699,488713,0
9699,1056779,0
9699,55823,0
9699,126569,0
9699,125914,0
9699,90001,0
9699,543621,0
9699,589851,0
9699,912637,0
9699,103503,0
9699,1051514,0
9699,957144,0
9699,694831,0
9699,962218,0
9699,992389,0
9699,665344,0
9784,611309,1
9784,460485,1
9784,381153,0
9784,584668,0
9891,864167,1
9891,816405,0
9937,776129,1
9937,1062464,1
9937,854817,1
9937,265552,1
9937,332056,0
9937,149306,0
9937,171550,0
9937,386378,0
9951,808920,1
9951,592314,1
9951,698434,1
9951,403781,1
9951,975643,1
9951,880893,1
9951,874222,1
9951,1004584,1
9951,805496,1
9951,920967,1
9951,544947,1
9951,272797,1
9951,253412,0
9951,629951,0
9951,1065033,0
9951,126346,0
9951,691440,0
9951,153843,0
9951,89286,0
9951,946657,0
9951,979109,0
9951,234724,0
9951,159381,0
9951,792647,0
10053,668559,1
10053,368174,0
10097,922361,1
10097,99671,1
10097,406644,0
10097,904475,0
10139,143934,1
10139,996131,1
10139,732787,0
10139,408459,0
10250,508865,1
10250,385149,1
10250,327444,0
10250,64040,0
10297,329563,1
10297,26216,1
10297,329572,1
10297,325894,1
10297,543757,0
10297,485486,0
10297,1014191,0
10297,991734,0
10310,550466,1
10310,942476,1
10310,1053943,1
10310,129698,0
10310,1050175,0
10310,601759,0
10349,799158,1
10349,824256,1
10349,994036,0
10349,125450,0
10378,87636,1
10378,859637,0
10498,928041,1
10498,1111597,0
10508,785554,1
10508,188869,1
10508,583087,1
10508,957139,0
10508,210671,0
10508,394329,0
10513,627898,1
10513,345831,0
10515,708806,1
10515,1008490,0
10533,624185,1
10533,1102231,1
10533,46632,1
10533,595488,0
10533,194497,0
10533,951105,0
10564,581804,1
10564,371743,0
10610,634838,1
10610,561208,0
10741,670549,1
10741,519415,0
10790,28002,1
10790,767946,1
10790,696183,0
10790,353298,0
10881,191939,1
10881,14950,1
10881,702925,0
10881,993526,0
10915,1098493,1
10915,30396,1
10915,1107860,0
10915,263690,0
10944,158317,1
10944,433880,1
10944,198003,0
10944,129864,0
10951,806942,1
10951,283956,1
10951,295988,1
10951,13507,0
10951,121649,0
10951,726652,0
10992,100263,1
10992,835096,1
10992,686794,1
10992,1008183,1
10992,1076063,1
10992,243629,1
10992,14643,1
10992,336800,1
10992,919412,1
10992,1031226,1
10992,878758,1
10992,382053,1
10992,409945,1
10992,495593,1
10992,180851,1
10992,602498,1
10992,73215,1
10992,601702,1
10992,1078323,1
10992,503760,1
10992,816903,1
10992,340466,1
10992,216648,1
10992,627898,1
10992,190499,1
10992,871626,1
10992,178882,1
10992,11550,1
10992,1020259,1
10992,765094,1
10992,399707,1
10992,974982,1
10992,781053,1
10992,1031181,1
10992,1089412,1
10992,780845,1
10992,852321,1
10992,517033,1
10992,464907,1
10992,611725,1
10992,216576,1
10992,646694,1
10992,602486,1
10992,851456,1
10992,764125,1
10992,780991,1
10992,1053727,1
10992,441811,1
10992,816522,1
10992,268275,1
10992,884063,1
10992,1090084,1
10992,535083,1
10992,173689,1
10992,966364,1
10992,181058,1
10992,1097529,1
10992,1090634,1
10992,952935,1
10992,2327,1
10992,920514,1
10992,140156,1
10992,879885,1
10992,176775,1
10992,216334,1
10992,1076066,1
10992,498576,1
10992,16933,1
10992,26697,1
10992,852688,1
10992,508217,1
10992,216584,1
10992,751890,1
10992,190920,1
10992,525140,1
10992,685329,1
10992,16982,1
10992,1056324,1
10992,224671,1
10992,1062181,1
10992,884126,1
10992,495971,1
10992,776702,1
10992,835093,1
10992,635433,1
10992,300901,1
10992,842306,1
10992,38516,1
10992,794983,1
10992,277645,1
10992,868028,1
10992,757415,1
10992,11079,1
10992,491759,1
10992,507812,1
10992,272189,1
10992,562508,1
10992,773652,1
10992,491333,1
10992,17104,1
10992,165257,1
10992,338277,1
10992,229307,1
10992,959706,1
10992,573920,1
10992,22297,0
10992,902365,0
10992,436873,0
10992,736065,0
10992,272651,0
10992,817303,0
10992,1069410,0
10992,880838,0
10992,551840,0
10992,73448,0
10992,733594,0
10992,191936,0
10992,92161,0
10992,790303,0
10992,1091905,0
10992,66842,0
10992,67522,0
10992,237959,0
10992,934450,0
10992,993575,0
10992,126031,0
10992,741506,0
10992,382306,0
10992,581032,0
10992,641166,0
10992,1072130,0
10992,214261,0
10992,923426,0
10992,580201,0
10992,252237,0
10992,663129,0
10992,172377,0
10992,560459,0
10992,767801,0
10992,434021,0
10992,652137,0
10992,215984,0
10992,377366,0
10992,764554,0
10992,451973,0
10992,528107,0
10992,357777,0
10992,782611,0
10992,997991,0
10992,531635,0
10992,581644,0
10992,371306,0
10992,937083,0
10992,289135,0
10992,481299,0
10992,1020141,0
10992,1002331,0
10992,207014,0
10992,511728,0
10992,473314,0
10992,553558,0
10992,29777,0
10992,1016271,0
10992,652193,0
10992,1072485,0
10992,78240,0
10992,127190,0
10992,54002,0
10992,4902,0
10992,1096132,0
10992,579875,0
10992,1099378,0
10992,688272,0
10992,134458,0
10992,537153,0
10992,878581,0
10992,912278,0
10992,626928,0
10992,350456,0
10992,705183,0
10992,185480,0
10992,1102419,0
10992,227841,0
10992,207077,0
10992,1078526,0
10992,1034006,0
10992,684808,0
10992,1021815,0
10992,1096131,0
10992,1067540,0
10992,748219,0
10992,789307,0
10992,933639,0
10992,754883,0
10992,95058,0
10992,358263,0
10992,929028,0
10992,973901,0
10992,728580,0
10992,625630,0
10992,1093238,0
10992,631552,0
10992,127220,0
10992,845997,0
10992,835855,0
10992,1052144,0
10992,58726,0
10992,549781,0
10992,589192,0
10992,857609,0
10998,760743,1
10998,579343,1
10998,482922,1
10998,247557,0
10998,481171,0
10998,762905,0
11021,374345,1
11021,500569,0
11129,282304,1
11129,639512,1
11129,859689,0
11129,583310,0
11288,650461,1
11288,283452,0
11322,1033275,1
11322,20356,0
11341,1050715,1
11341,702994,1
11341,512739,1
11341,460491,1
11341,585234,1
11341,509503,1
11341,300901,1
11341,282448,0
11341,994185,0
11341,768576,0
11341,210671,0
11341,1011310,0
11341,753375,0
11341,451625,0
11365,277421,1
11365,331212,1
11365,757663,1
11365,671459,0
11365,310203,0
11365,679055,0
11405,465731,1
11405,302115,1
11405,1046405,1
11405,339896,1
11405,239839,0
11405,460018,0
11405,281741,0
11405,692309,0
11439,361879,1
11439,1035858,1
11439,500255,0
11439,932647,0
11446,627109,1
11446,900150,1
11446,600223,1
11446,403897,1
11446,583971,0
11446,404939,0
11446,551807,0
11446,560426,0
11468,16166,1
11468,194976,1
11468,1032366,1
11468,315225,1
11468,831159,1
11468,326978,0
11468,1091953,0
11468,559512,0
11468,441004,0
11468,186775,0
11643,600366,1
11643,816903,1
11643,1050616,1
11643,196570,1
11643,1086573,0
11643,295973,0
11643,772752,0
11643,637076,0
11655,627406,1
11655,296008,1
11655,371102,0
11655,925757,0
11676,774315,1
11676,197839,0
11869,602795,1
11869,339702,1
11869,267794,1
11869,44809,1
11869,711350,1
11869,514619,1
11869,1003768,1
11869,882228,1
11869,513494,1
11869,1008165,1
11869,480092,1
11869,558376,1
11869,503201,1
11869,244973,1
11869,1033387,0
11869,993057,0
11869,971940,0
11869,865517,0
11869,1014068,0
